TransactionId,Hour,VoidsAmount,IsVoidFollowedByDrawerOpen,IsVoided,IsReturn,IsReceiptReprinted,NonScannedItems,ManualOverrideAmount,ReturnsAmount,PriceLookupTrxTotalAmount,VoidedItemsAmount,DiscountAmount,IsTrainingMode,TotalAmount,ItemCount,StoreId,BusinessDate,MaxWeightToPriceRatioItemId,IsFraud
tr771,12,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,7.75,8,24,09/07/2023,40870,FALSE
tr772,15,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,2.54,3,5,09/06/2023,,FALSE
tr773,14,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,3.92,5,6,09/04/2023,46630,FALSE
tr774,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,4.25,2,34,09/04/2023,,FALSE
tr775,14,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,9.73,4,29,09/06/2023,31600,FALSE
tr776,11,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,12.4,4,20,09/05/2023,45000,FALSE
tr777,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,22.87,13,10,09/05/2023,2.07E+11,FALSE
tr778,15,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,1.02,2,38,09/07/2023,,FALSE
tr779,15,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,16.14,10,24,09/04/2023,,FALSE
tr780,12,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,42.59,16,38,09/01/2023,2.07E+11,FALSE
tr781,11,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,7.1,4,2,09/07/2023,44130,FALSE
tr782,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,5,4,26,09/04/2023,40870,FALSE
tr783,11,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,9.41,9,32,09/04/2023,2.02E+11,FALSE
tr784,16,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,26.8,18,40,09/04/2023,31120,FALSE
tr785,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,27.22,15,36,09/07/2023,2.03E+11,FALSE
tr786,17,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,26.18,7,36,09/01/2023,40930,FALSE
tr787,15,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,12.03,9,20,09/07/2023,,FALSE
tr788,15,0,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,FALSE,28.34,15,27,09/04/2023,43050,FALSE
tr789,17,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,14.71,7,26,09/01/2023,2.07E+11,FALSE
tr790,14,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,3.98,4,15,09/07/2023,,FALSE
tr791,14,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,3.9,4,29,09/04/2023,,FALSE
tr792,10,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,18.01,11,14,09/06/2023,2.02E+11,FALSE
tr793,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,6.81,4,14,09/01/2023,,FALSE
tr794,11,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,48.79,23,27,09/06/2023,940110,FALSE
tr795,12,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,17.68,12,38,09/01/2023,,FALSE
tr796,10,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,33.52,18,16,09/01/2023,40320,FALSE
tr797,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,42.11,9,29,09/01/2023,2.01E+11,FALSE
tr798,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,13.79,10,40,09/07/2023,,FALSE
tr799,16,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,28.25,17,9,09/06/2023,40690,FALSE
tr800,17,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,19.41,9,14,09/04/2023,2.09E+11,FALSE
tr801,12,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,14.22,11,23,09/04/2023,40110,FALSE
tr802,12,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,2.93,3,38,09/06/2023,,FALSE
tr803,14,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,4.92,4,20,09/01/2023,2.04E+11,FALSE
tr804,18,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,30.89,13,9,09/01/2023,2.02E+11,FALSE
tr805,16,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,13.26,11,19,09/06/2023,40870,FALSE
tr806,12,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,25.71,8,35,09/05/2023,2.07E+11,FALSE
tr807,16,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,10.79,6,4,09/04/2023,47090,FALSE
tr808,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,4.58,4,37,09/05/2023,,FALSE
tr809,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,6.33,4,6,09/07/2023,,FALSE
tr810,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,9.46,7,22,09/01/2023,,FALSE
tr811,18,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,15.66,6,40,09/04/2023,2.07E+11,FALSE
tr812,12,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,12.47,6,41,09/07/2023,2.04E+11,FALSE
tr813,13,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,3.01,4,40,09/05/2023,47090,FALSE
tr814,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,39.67,10,32,09/04/2023,2.07E+11,FALSE
tr815,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,24.54,9,32,09/05/2023,,FALSE
tr816,11,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,25.23,9,17,09/01/2023,2.07E+11,FALSE
tr817,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,9.37,7,33,09/01/2023,,FALSE
tr818,12,0,FALSE,FALSE,FALSE,TRUE,3,0,0,0,0,0,FALSE,5.89,6,25,09/07/2023,31070,FALSE
tr819,15,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,12.9,12,31,09/04/2023,47590,FALSE
tr820,12,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,32.63,10,11,09/07/2023,2.07E+11,FALSE
tr821,12,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,11.54,6,38,09/05/2023,40110,FALSE
tr822,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,10.56,8,34,09/07/2023,,FALSE
tr823,17,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,14.09,9,17,09/04/2023,46630,FALSE
tr824,15,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,7.33,5,2,09/01/2023,44250,FALSE
tr825,14,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,57.45,9,21,09/04/2023,2.07E+11,FALSE
tr826,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,3.39,4,32,09/04/2023,2.07E+11,FALSE
tr827,15,5.669999998,FALSE,FALSE,TRUE,FALSE,2,0,5.67,0,5.669999998,0,FALSE,169.97,3,32,09/04/2023,,FALSE
tr828,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,5.65,4,45,09/05/2023,,FALSE
tr829,15,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,14.02,3,7,09/04/2023,,FALSE
tr830,11,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,20.6,8,20,09/01/2023,45920,FALSE
tr831,11,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,3.65,3,36,09/07/2023,,FALSE
tr832,17,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,29.46,11,15,09/07/2023,31120,FALSE
tr833,14,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,48.6,20,27,09/06/2023,40870,FALSE
tr834,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,2.56,4,36,09/01/2023,,FALSE
tr835,14,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,22.67,15,19,09/05/2023,940110,FALSE
tr836,12,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,28,14,2,09/06/2023,,FALSE
tr837,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,4.82,3,30,09/05/2023,,FALSE
tr838,14,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,21.72,8,41,09/05/2023,45540,FALSE
tr839,18,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,7.35,4,38,09/06/2023,2.04E+11,FALSE
tr840,17,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,11.42,8,31,09/04/2023,46930,FALSE
tr841,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,6.25,4,43,09/06/2023,,FALSE
tr842,17,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,17.38,10,43,09/06/2023,40870,FALSE
tr843,11,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,18.21,11,27,09/05/2023,74260,FALSE
tr844,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,3.47,3,43,09/01/2023,,FALSE
tr845,17,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,22.82,13,25,09/01/2023,30820,FALSE
tr846,11,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,30.16,11,37,09/06/2023,2.07E+11,FALSE
tr847,18,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,10.27,7,41,09/07/2023,40530,FALSE
tr848,13,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,6.86,8,42,09/07/2023,40740,FALSE
tr849,13,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,8,8,38,09/05/2023,940110,FALSE
tr850,16,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,38.42,24,21,09/05/2023,2.08E+11,FALSE
tr851,10,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,1.7,2,28,09/01/2023,47010,FALSE
tr852,14,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,12.32,10,32,09/06/2023,,FALSE
tr853,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,6.71,4,2,09/04/2023,,FALSE
tr854,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,3.93,5,29,09/06/2023,,FALSE
tr855,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,9.59,6,46,09/05/2023,,FALSE
tr856,18,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,21.56,12,11,09/05/2023,40870,FALSE
tr857,13,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,7.52,5,42,09/01/2023,,FALSE
tr858,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,18.51,6,12,09/04/2023,2.05E+11,FALSE
tr859,14,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,16.29,4,9,09/05/2023,,FALSE
tr860,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,11.37,5,32,09/05/2023,,FALSE
tr861,18,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,22.92,15,41,09/06/2023,2.04E+11,FALSE
tr862,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,4.03,4,31,09/01/2023,,FALSE
tr863,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,2.6,2,28,09/06/2023,,FALSE
tr864,10,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,7.14,6,30,09/07/2023,2.03E+11,FALSE
tr865,13,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,14.01,6,28,09/01/2023,48010,FALSE
tr866,11,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,14.38,11,37,09/04/2023,40480,FALSE
tr867,17,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,61.1,23,34,09/01/2023,40630,FALSE
tr868,11,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,7.72,6,19,09/04/2023,40110,FALSE
tr869,18,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,29.5,9,11,09/05/2023,2.02E+11,FALSE
tr870,15,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,15.35,9,28,09/01/2023,2.03E+11,FALSE
tr871,16,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,27.69,14,30,09/06/2023,2.04E+11,FALSE
tr872,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,11.12,5,31,09/07/2023,,FALSE
tr873,14,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,10.7,4,41,09/06/2023,40720,FALSE
tr874,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,19.93,14,28,09/06/2023,2.07E+11,FALSE
tr875,12,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,10.77,5,9,09/01/2023,2.07E+11,FALSE
tr876,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,7.71,4,42,09/01/2023,,FALSE
tr877,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,2.47,3,32,09/06/2023,,FALSE
tr878,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,8.63,7,36,09/04/2023,,FALSE
tr879,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,7.62,7,36,09/05/2023,,FALSE
tr880,12,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,5.44,7,22,09/05/2023,2.07E+11,FALSE
tr881,10,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,25.43,13,20,09/01/2023,2.02E+11,FALSE
tr882,15,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,12.89,11,15,09/01/2023,2.04E+11,FALSE
tr883,15,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,16.65,5,7,09/04/2023,46800,FALSE
tr884,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,3.91,4,33,09/06/2023,,FALSE
tr885,12,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,18.44,6,6,09/01/2023,40320,FALSE
tr886,11,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,15.59,15,41,09/07/2023,46930,FALSE
tr887,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,12.04,6,19,09/07/2023,,FALSE
tr888,10,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,5.23,5,26,09/01/2023,46630,FALSE
tr889,15,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,8.46,4,43,09/04/2023,2.07E+11,FALSE
tr890,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,11.46,7,28,09/07/2023,,FALSE
tr891,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,8.48,4,11,09/01/2023,,FALSE
tr892,16,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,23.57,13,36,09/01/2023,47810,FALSE
tr893,11,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,8.55,4,24,09/05/2023,,FALSE
tr894,16,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,9.23,5,30,09/07/2023,,FALSE
tr895,18,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,19.04,8,3,09/06/2023,2.03E+11,FALSE
tr896,17,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,24.63,9,32,09/01/2023,46930,FALSE
tr897,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,16.79,7,37,09/01/2023,,FALSE
tr898,12,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,22.41,14,38,09/01/2023,40110,FALSE
tr899,15,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,37.14,13,33,09/04/2023,40870,FALSE
tr900,16,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,36.78,12,25,09/01/2023,47090,FALSE
tr901,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,10.25,8,15,09/04/2023,2.07E+11,FALSE
tr902,13,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,3.91,4,42,09/01/2023,,FALSE
tr903,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,4.9,3,12,09/07/2023,,FALSE
tr904,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,6.5,3,37,09/01/2023,2.03E+11,FALSE
tr905,14,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,22.26,13,5,09/01/2023,48010,FALSE
tr906,12,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,20.85,4,20,09/07/2023,2.07E+11,FALSE
tr907,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,3.44,2,25,09/05/2023,,FALSE
tr908,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,7.2,4,33,09/04/2023,2.07E+11,FALSE
tr909,16,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,19.15,13,33,09/07/2023,31120,FALSE
tr910,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,18.27,6,39,09/06/2023,2.02E+11,FALSE
tr911,16,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,67.22,19,40,09/07/2023,40110,FALSE
tr912,12,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,5.81,6,21,09/06/2023,48010,FALSE
tr913,17,0,FALSE,FALSE,FALSE,FALSE,5,0,0,0,0,0,FALSE,24.6,12,10,09/04/2023,40480,FALSE
tr914,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,7.3,4,41,09/06/2023,,FALSE
tr915,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,5.64,5,6,09/05/2023,,FALSE
tr916,13,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,4.97,5,38,09/01/2023,45920,FALSE
tr917,17,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,29.41,15,35,09/06/2023,48800,FALSE
tr918,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,4.58,3,24,09/04/2023,,FALSE
tr919,10,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,1.8,2,37,09/06/2023,,FALSE
tr920,14,0.1,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0.1,0,FALSE,13.54,7,14,09/04/2023,46630,FALSE
tr921,9,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,6.96,5,32,09/07/2023,2.02E+11,FALSE
tr922,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,3.53,3,45,09/04/2023,2.04E+11,FALSE
tr923,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,12.22,10,16,09/06/2023,,FALSE
tr924,12,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,15.35,11,39,09/04/2023,40110,FALSE
tr925,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,3.33,2,43,09/04/2023,,FALSE
tr926,16,0.1,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0.1,0,FALSE,5.74,6,10,09/04/2023,,FALSE
tr927,13,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,16.17,7,27,09/04/2023,2.09E+11,FALSE
tr928,12,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,12.78,4,21,09/01/2023,2.07E+11,FALSE
tr929,18,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,5.92,5,5,09/04/2023,41290,FALSE
tr930,13,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,11.84,3,35,09/05/2023,2.07E+11,FALSE
tr931,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,17.06,7,17,09/05/2023,2.07E+11,FALSE
tr932,15,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,4.92,7,30,09/07/2023,40320,FALSE
tr933,12,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,14.32,10,16,09/06/2023,2.01E+11,FALSE
tr934,11,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,4.12,4,20,09/04/2023,,FALSE
tr935,16,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,2.78,3,10,09/06/2023,940110,FALSE
tr936,18,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,18.5,9,22,09/01/2023,2.03E+11,FALSE
tr937,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,13.72,6,34,09/01/2023,2.03E+11,FALSE
tr938,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,50.44,19,20,09/06/2023,,FALSE
tr939,17,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,7.64,6,2,09/06/2023,2.05E+11,FALSE
tr940,18,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,26.55,10,11,09/06/2023,2.03E+11,FALSE
tr941,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,8.39,8,37,09/06/2023,,FALSE
tr942,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,4.81,5,41,09/04/2023,,FALSE
tr943,17,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,12.21,5,21,09/07/2023,49460,FALSE
tr944,13,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,40.69,22,29,09/07/2023,47810,FALSE
tr945,13,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,34.69,14,12,09/06/2023,40320,FALSE
tr946,13,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,11.3,5,26,09/01/2023,74200,FALSE
tr947,12,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,26.32,12,41,09/06/2023,,FALSE
tr948,15,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,21.6,11,2,09/05/2023,40870,FALSE
tr949,13,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,17.92,4,3,09/04/2023,,FALSE
tr950,16,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,14.82,6,45,09/04/2023,,FALSE
tr951,15,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,7.09,3,20,09/07/2023,,FALSE
tr952,14,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,35,7,40,09/01/2023,2.06E+11,FALSE
tr953,16,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,30.53,6,40,09/06/2023,2.01E+11,FALSE
tr954,18,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,39.41,17,31,09/06/2023,2.04E+11,FALSE
tr955,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,3.33,3,35,09/04/2023,,FALSE
tr956,13,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,20.69,8,26,09/01/2023,40110,FALSE
tr957,14,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,28.43,6,20,09/04/2023,2.01E+11,FALSE
tr958,12,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,2.28,3,35,09/07/2023,,FALSE
tr959,10,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,31.71,14,17,09/01/2023,2.05E+11,FALSE
tr960,11,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,11.2,10,3,09/06/2023,40870,FALSE
tr961,16,0,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,FALSE,35.72,19,10,09/07/2023,40720,FALSE
tr962,15,0,FALSE,FALSE,FALSE,FALSE,7,0,0,0,0,0,FALSE,16.79,10,7,09/06/2023,47810,FALSE
tr963,12,0,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,11.07,6,24,09/05/2023,,FALSE
tr964,12,0,FALSE,FALSE,FALSE,FALSE,6,0,0,0,0,0,FALSE,33.54,20,35,09/05/2023,40500,FALSE
tr965,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,18.62,8,31,09/01/2023,,FALSE
tr966,10,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,14.25,7,30,09/05/2023,,FALSE
tr967,17,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,37.58,10,39,09/01/2023,2.07E+11,FALSE
tr968,11,0,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,FALSE,12.72,7,3,09/07/2023,2.05E+11,FALSE
tr969,12,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,2.92,3,22,09/01/2023,,FALSE
tr970,15,0,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0,0,FALSE,55.34,17,15,09/07/2023,45000,FALSE
tr971,17,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,FALSE,8.21,5,39,09/04/2023,2.04E+11,FALSE
